"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_num"
"GO:0043065","positive regulation of apoptotic process","9/3451","19/12859",0.0441491729520346,0.33111879714026,0.33111879714026,"skr-1/wts-1/pal-1/cul-1/egl-1/dct-1/sav-1/sptf-3/ced-9",9,0.00260793972761518
"GO:0009653","anatomical structure morphogenesis","17/3451","43/12859",0.0474192105029195,0.349998934664406,0.349998934664406,"C48E7.6/T28F4.4/lin-31/fkh-8/cdc-42/unc-130/sma-3/sma-2/daf-14/let-653/fos-1/pha-4/daf-6/fkh-6/C30H6.5/ver-4/daf-8",17,0.00492610837438424
"GO:0006457","protein folding","28/3451","78/12859",0.0491119074149565,0.356828702311794,0.356828702311794,"tbca-1/fkb-5/cyn-15/dnj-12/pfd-2/cct-1/cct-4/stc-1/dnj-20/cyn-6/pdi-1/cct-5/cct-6/C14B9.2/hsp-110/dnj-10/cnx-1/enpl-1/hsp-6/fkb-3/fkb-4/ahsa-1/pdi-2/hsp-3/cyn-8/F53A3.7/dnj-13/dnj-19",28,0.00811359026369168
"GO:0003333","amino acid transmembrane transport","7/3451","14/12859",0.0545770270362468,0.378780859281414,0.378780859281414,"slc-36.5/atgp-2/aat-4/aat-1/aat-2/aat-7/aat-6",7,0.00202839756592292
"GO:0006637","acyl-CoA metabolic process","7/3451","14/12859",0.0545770270362468,0.378780859281414,0.378780859281414,"T05E7.1/C17C3.1/daf-22/C37H5.13/dhs-28/K05B2.4/W03D8.8",7,0.00202839756592292
"GO:0032446","protein modification by small protein conjugation","7/3451","14/12859",0.0545770270362468,0.378780859281414,0.378780859281414,"C28G1.10/ubc-3/ubc-18/ubc-7/ubc-1/uba-1/atg-7",7,0.00202839756592292
"GO:0006914","autophagy","18/3451","47/12859",0.0570915493916106,0.390405448045572,0.390405448045572,"tli-1/lgg-1/alfa-1/epg-4/atg-13/ikke-1/epg-9/bec-1/allo-1/lgg-2/atg-7/atg-18/atg-16.1/atg-2/dct-1/rbg-1/rab-39/epg-6",18,0.00521587945523037
"GO:0006730","one-carbon metabolic process","6/3451","12/12859",0.0740115076320123,0.484723254209658,0.484723254209658,"mel-32/sams-4/sams-3/alh-3/K07E3.4/sams-1",6,0.00173862648507679
"GO:0042742","defense response to bacterium","6/3451","12/12859",0.0740115076320123,0.484723254209658,0.484723254209658,"tir-1/ilys-3/skn-1/nlp-31/nlp-29/ilys-4",6,0.00173862648507679
"GO:0061067","negative regulation of dauer larval development","6/3451","12/12859",0.0740115076320123,0.484723254209658,0.484723254209658,"gcy-12/daf-7/egl-4/daf-14/ins-35/daf-8",6,0.00173862648507679
"GO:0016567","protein ubiquitination","37/3451","111/12859",0.0765739295276857,0.49453996153297,0.49453996153297,"Y54E10A.11/ari-1.3/ari-1.2/ari-1.1/H05L14.2/mel-26/ubc-25/znf-598/arc-1/F56D2.2/ubq-1/ubc-18/bath-42/nhl-1/ubc-7/cul-1/plr-1/lep-2/siah-1/ubc-1/fem-1/uba-1/let-70/cul-6/rbx-1/C55A6.1/skr-3/skr-5/C17H11.6/prx-12/gfi-3/mfb-1/F56D2.5/ZK993.2/skr-4/skr-16/kel-8",37,0.0107215299913069
"GO:0040024","dauer larval development","19/3451","52/12859",0.0799640906657584,0.509360303555858,0.509360303555858,"aap-1/sma-6/lgg-1/daf-7/ogt-1/bec-1/daf-14/atg-7/soc-1/natc-2/atg-18/gpa-3/mrp-1/ncr-1/bar-1/oga-1/sma-5/eak-4/daf-8",19,0.0055056505360765
"GO:0042594","response to starvation","10/3451","24/12859",0.0830240093995444,0.514888145969278,0.514888145969278,"pck-1/cul-1/kgb-1/fos-1/mek-1/ipla-2/nhr-154/nhr-136/nhr-207/Y105C5A.24",10,0.00289771080846132
"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","9/3451","21/12859",0.0830464751563352,0.514888145969278,0.514888145969278,"skr-1/C16D2.1/cul-1/cul-6/skr-3/skr-5/skr-4/skr-16/C14B1.3",9,0.00260793972761518
"GO:0006355","regulation of DNA-templated transcription","117/3451","391/12859",0.0910308561605564,0.556965106771825,0.556965106771825,"nhr-64/pcaf-1/cebp-2/ahr-1/irx-1/aha-1/lin-31/nhr-16/fkh-8/nhr-22/efl-3/atf-2/myrf-1/unc-130/Y17G7B.17/nhr-80/zip-2/feh-1/nhr-6/xbp-1/tbx-2/sma-3/sma-2/ctr-9/lin-52/cbp-3/gtf-2H3/tbx-8/nhr-92/nhr-87/skn-1/nhr-8/nhr-11/nhr-4/daf-14/mec-3/nhr-67/nhr-43/C27D8.3/nhr-15/nhr-55/nhr-58/nhr-115/nhr-57/nhr-114/elt-7/fos-1/atf-8/nhr-42/C50F4.12/nhr-12/nhr-68/atfs-1/nhr-53/nhr-60/nhr-102/nhr-50/nhr-63/nhr-193/nhr-112/nhr-116/lsy-27/pha-4/cebp-1/nhr-35/nhr-45/ets-4/R09A8.2/nhr-25/K04C1.3/nhr-3/atf-4/nhr-91/nhr-28/fubl-3/fkh-6/nhr-76/nhr-154/nhr-136/nhr-120/nhr-139/nhr-170/nhr-172/nhr-121/dmd-5/nhr-176/nhr-180/nhr-182/nhr-183/nhr-134/nhr-184/nhr-143/K04F10.1/nhr-32/set-12/nhr-119/nhr-201/nhr-123/nhr-125/daf-8/nhr-207/zip-6/mab-10/nhr-213/nhr-226/nhr-228/nhr-238/nhr-247/nhr-17/nhr-84/tbx-7/lin-59/sta-2/nhr-138/zip-9/maf-1/nhr-291",117,0.0339032164589974
"GO:0018996","molting cycle, collagen and cuticulin-based cuticle","18/3451","50/12859",0.0982689565190574,0.589119477036524,0.589119477036524,"ptr-23/ptc-1/nas-25/myrf-1/ptr-8/rabn-5/dpy-31/rabx-5/nas-38/ptr-4/nhr-25/ptr-24/daf-6/nas-29/nas-31/ptr-1/ptr-13/ptr-22",18,0.00521587945523037
"GO:0012501","programmed cell death","12/3451","31/12859",0.101111691339963,0.589119477036524,0.589119477036524,"unc-57/vha-10/lgg-1/mcd-1/nob-1/ced-2/bec-1/nhr-67/atg-18/asp-1/asp-3/ced-8",12,0.00347725297015358
"GO:0006874","intracellular calcium ion homeostasis","5/3451","10/12859",0.101353888522413,0.589119477036524,0.589119477036524,"ncx-7/catp-8/tag-65/catp-5/ncx-6",5,0.00144885540423066
"GO:0007254","JNK cascade","5/3451","10/12859",0.101353888522413,0.589119477036524,0.589119477036524,"Y51B9A.9/kgb-1/C49C3.10/mek-1/kgb-2",5,0.00144885540423066
"GO:0007034","vacuolar transport","6/3451","13/12859",0.107197852014652,0.615395076380409,0.615395076380409,"did-2/vps-24/vps-32.1/vps-2/vps-60/C01A2.4",6,0.00173862648507679
"GO:0006612","protein targeting to membrane","7/3451","16/12859",0.109399408168601,0.620374692663409,0.620374692663409,"dhhc-2/vps-37/num-1/dhhc-10/dhhc-1/CD4.11/dhhc-4",7,0.00202839756592292
"GO:0006805","xenobiotic metabolic process","13/3451","35/12859",0.119376281545211,0.66617330807793,0.66617330807793,"ahr-1/klf-1/cyp-35C1/cyp-34A8/cyp-34A9/cyp-34A10/cyp-33E1/cyp-33C7/cyp-33E2/cyp-33C8/dach-1/cyp-34A2/cyp-33C3",13,0.00376702405099971
"GO:0009408","response to heat","17/3451","48/12859",0.120340984685045,0.66617330807793,0.66617330807793,"hsp-70/lgg-1/gcs-1/xbp-1/hsp-12.2/cnx-1/dcap-1/skn-1/hsp-12.3/hsp-12.6/hsp-1/hsp-16.2/hsp-16.41/swan-2/pept-1/F08H9.3/F08H9.4",17,0.00492610837438424
"GO:0007264","small GTPase mediated signal transduction","9/3451","23/12859",0.13738133489027,0.710401186437834,0.710401186437834,"rlbp-1/cdc-42/tag-325/rheb-1/T26C12.3/ced-10/rho-1/crp-1/tiam-1",9,0.00260793972761518
"GO:0008654","phospholipid biosynthetic process","9/3451","23/12859",0.13738133489027,0.710401186437834,0.710401186437834,"ckb-2/psd-1/acl-2/cka-2/acl-12/pssy-1/acl-1/cept-1/Y18H1A.11",9,0.00260793972761518
"GO:0034976","response to endoplasmic reticulum stress","8/3451","20/12859",0.141378684281999,0.710401186437834,0.710401186437834,"pdi-1/xbp-1/C14B9.2/kgb-1/pdi-2/pdi-6/pek-1/shc-1",8,0.00231816864676905
"GO:0090597","nematode male tail mating organ morphogenesis","8/3451","20/12859",0.141378684281999,0.710401186437834,0.710401186437834,"ptr-23/sma-3/sma-2/ptr-4/grd-1/wrt-4/smp-2/ptr-1",8,0.00231816864676905
"GO:0006520","amino acid metabolic process","7/3451","17/12859",0.144674022561909,0.710401186437834,0.710401186437834,"hgo-1/mmcm-1/C06A6.4/C10C5.3/R102.4/C27A7.5/tatn-1",7,0.00202839756592292
"GO:0001508","action potential","5/3451","11/12859",0.146182497281519,0.710401186437834,0.710401186437834,"eat-2/avr-15/kqt-1/kqt-2/kvs-3",5,0.00144885540423066
"GO:0006986","response to unfolded protein","5/3451","11/12859",0.146182497281519,0.710401186437834,0.710401186437834,"vhp-1/kgb-1/jamp-1/atfs-1/pek-1",5,0.00144885540423066
"GO:0043171","peptide catabolic process","5/3451","11/12859",0.146182497281519,0.710401186437834,0.710401186437834,"T16G12.1/Y67D8C.9/AC3.5/T12E12.6/Y70C5C.1",5,0.00144885540423066
"GO:0048468","cell development","5/3451","11/12859",0.146182497281519,0.710401186437834,0.710401186437834,"lron-11/irx-1/pry-1/lron-5/axl-1",5,0.00144885540423066
"GO:0006970","response to osmotic stress","6/3451","14/12859",0.146663470748456,0.710401186437834,0.710401186437834,"pmk-2/osm-6/swan-2/osm-5/osm-11/ssu-1",6,0.00173862648507679
"GO:0043053","dauer entry","6/3451","14/12859",0.146663470748456,0.710401186437834,0.710401186437834,"daf-22/daf-7/osm-5/dhs-28/tatn-1/daf-8",6,0.00173862648507679
"GO:0055088","lipid homeostasis","6/3451","14/12859",0.146663470748456,0.710401186437834,0.710401186437834,"lid-1/xbp-1/lipl-5/abhd-5.2/cebp-1/abhd-5.1",6,0.00173862648507679
"GO:0006413","translational initiation","15/3451","43/12859",0.153743047762756,0.737015641336925,0.737015641336925,"eif-2beta/eif-2Bbeta/eif-6/eif-2Bgamma/eif-2Bepsilon/ife-5/iffb-1/inf-1/abce-1/eif-1.A/C37C3.2/ZC443.3/C03H5.5/F57B9.3/C37C3.18",15,0.00434656621269197
"GO:0040014","regulation of multicellular organism growth","10/3451","27/12859",0.162873952492031,0.772820284783617,0.772820284783617,"eif-2beta/gcy-12/eat-2/pde-2/egl-4/bec-1/sma-5/pha-2/drag-1/lin-59",10,0.00289771080846132
"GO:0098655","monoatomic cation transmembrane transport","9/3451","24/12859",0.169995730184705,0.798464793291796,0.798464793291796,"F56C9.3/ced-11/ZK185.2/gtl-1/catp-8/PDB1.1/catp-5/ncx-6/F41C6.7",9,0.00260793972761518
"GO:0000956","nuclear-transcribed mRNA catabolic process","8/3451","21/12859",0.17727542835933,0.816169051357313,0.816169051357313,"Y47H10A.5/disl-2/smgl-2/exos-2/M01G12.7/M01G12.9/Y47H10A.3/C37H5.14",8,0.00231816864676905
"GO:0019915","lipid storage","8/3451","21/12859",0.17727542835933,0.816169051357313,0.816169051357313,"acbp-1/nhx-2/ech-4/ogt-1/pept-1/oga-1/seip-1/glo-1",8,0.00231816864676905
"GO:0008152","metabolic process","7/3451","18/12859",0.184569281323367,0.829612340410363,0.829612340410363,"eif-2Bbeta/upb-1/metr-1/F57B9.1/qns-1/him-6/nit-1",7,0.00202839756592292
"GO:0000209","protein polyubiquitination","11/3451","31/12859",0.186160996076141,0.829612340410363,0.829612340410363,"C28G1.10/ubc-3/mel-26/ubc-25/ubc-18/nhl-1/ubc-7/lep-2/ubc-1/let-70/ubc-8",11,0.00318748188930745
"GO:0007275","multicellular organism development","11/3451","31/12859",0.186160996076141,0.829612340410363,0.829612340410363,"kin-16/siah-1/cwn-2/hir-1/ddr-2/svh-2/F09A5.2/wrt-4/ver-4/F59F5.3/old-1",11,0.00318748188930745
"GO:0040018","positive regulation of multicellular organism growth","14/3451","41/12859",0.18733181880234,0.829612340410363,0.829612340410363,"wdr-23/sma-6/nhx-2/sma-3/sma-2/pde-2/dpy-18/sma-10/let-653/pept-1/adt-2/sma-5/nac-2/drag-1",14,0.00405679513184584
"GO:0006906","vesicle fusion","6/3451","15/12859",0.191589515689147,0.840463441466543,0.840463441466543,"syx-7/vamp-7/vamp-8/syx-2/snb-5/snb-1",6,0.00173862648507679
"GO:0035725","sodium ion transmembrane transport","13/3451","38/12859",0.197043966241139,0.843540733402948,0.843540733402948,"mod-5/snf-1/ncx-7/snf-7/pitr-1/slc-28.2/ncx-1/mec-10/mec-4/ncx-6/acd-1/acd-3/asic-2",13,0.00376702405099971
"GO:0006302","double-strand break repair","5/3451","12/12859",0.197733204174024,0.843540733402948,0.843540733402948,"ercc-1/cku-80/ztf-8/tank-1/JC8.7",5,0.00144885540423066
"GO:0006829","zinc ion transport","5/3451","12/12859",0.197733204174024,0.843540733402948,0.843540733402948,"zipt-2.4/slc-30A5/zipt-3/ttm-1/cdf-1",5,0.00144885540423066
"GO:0071805","potassium ion transmembrane transport","15/3451","45/12859",0.204601015990733,0.864904294869918,0.864904294869918,"nhx-2/nhx-9/twk-24/twk-33/slo-1/twk-26/kqt-1/nhx-5/pbo-4/nhx-1/nhx-3/kvs-3/nhx-8/twk-21/twk-4",15,0.00434656621269197
"GO:0006493","protein O-linked glycosylation","8/3451","22/12859",0.21667992017346,0.907713179105036,0.907713179105036,"gly-6/ogt-1/gly-11/gly-5/gly-10/gly-4/T09F5.1/bre-2",8,0.00231816864676905
"GO:0016055","Wnt signaling pathway","11/3451","32/12859",0.21876405041225,0.908261459300858,0.908261459300858,"kin-3/pry-1/Y105E8A.14/mig-5/mig-14/plr-1/cwn-2/C55A6.1/bar-1/C02B8.6/axl-1",11,0.00318748188930745
"GO:0015031","protein transport","55/3451","186/12859",0.220941216239308,0.909182880984763,0.909182880984763,"rab-11.1/did-2/copa-1/apm-1/vps-51/stam-1/pept-3/T23G11.7/rae-1/vps-28/eas-1/vps-24/arrd-7/vps-2/arrd-14/arl-3/mel-28/erd-2.2/npp-15/snap-29/cnt-2/ran-1/Y75B8A.6/npp-18/F45G2.8/sec-61.B/Y54G2A.18/copg-1/tram-1/pept-2/atg-7/lst-4/vti-1/arrd-18/arrd-19/vps-37/syx-18/chpf-1/vps-36/sec-22/pept-1/erd-2.1/prx-12/C01A2.4/mvb-12/tsg-101/arrd-9/snx-17/arrd-24/arrd-11/arrd-23/arrd-22/arrd-8/rab-10/T25G3.3",55,0.0159374094465372
"GO:1902476","chloride transmembrane transport","17/3451","53/12859",0.236160808652391,0.963287508976856,0.963287508976856,"glc-2/lgc-34/best-5/best-7/sulp-8/best-14/lgc-44/avr-15/glc-1/clh-4/sulp-2/best-9/best-13/best-17/lgc-32/best-21/lgc-43",17,0.00492610837438424
"GO:0032956","regulation of actin cytoskeleton organization","6/3451","16/12859",0.240903580201475,0.967692131282278,0.967692131282278,"pat-4/F23H11.4/ced-10/rho-1/hmp-1/toca-1",6,0.00173862648507679
"GO:0006082","organic acid metabolic process","11/3451","33/12859",0.253468671607944,0.967692131282278,0.967692131282278,"cyp-35C1/cyp-34A8/cyp-34A9/cyp-34A10/cyp-33E1/cyp-33C7/cyp-33E2/cyp-33C8/dach-1/cyp-34A2/cyp-33C3",11,0.00318748188930745
"GO:0009062","fatty acid catabolic process","5/3451","13/12859",0.254317799273632,0.967692131282278,0.967692131282278,"C17C3.1/faah-6/faah-2/faah-1/C37H5.13",5,0.00144885540423066
"GO:0006139","nucleobase-containing compound metabolic process","8/3451","23/12859",0.258972498991162,0.967692131282278,0.967692131282278,"ZK973.1/F13H8.3/ZK673.2/let-754/ZK1098.3/egal-1/Y43F8C.13/C29F7.3",8,0.00231816864676905
"GO:0006486","protein glycosylation","19/3451","61/12859",0.264319691032713,0.967692131282278,0.967692131282278,"ostd-1/T07D3.4/ostb-1/let-268/gly-6/ogt-1/C38H2.2/gly-11/gly-5/gly-10/F32D1.3/fut-8/gly-4/gly-13/algn-6/fut-2/T09F5.1/bre-2/bre-4",19,0.0055056505360765
"GO:0006646","phosphatidylethanolamine biosynthetic process","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"ckb-2/psd-1/cka-2/cept-1",4,0.00115908432338453
"GO:0007031","peroxisome organization","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"pmp-1/prx-12/prx-1/prx-3",4,0.00115908432338453
"GO:0009306","protein secretion","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"rab-8/rab-5/copg-1/ehbp-1",4,0.00115908432338453
"GO:0015914","phospholipid transport","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"tat-5/pitp-1/dsc-4/num-1",4,0.00115908432338453
"GO:0034198","cellular response to amino acid starvation","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"T28F4.5/npp-18/F54B8.4/W02H5.2",4,0.00115908432338453
"GO:0040015","negative regulation of multicellular organism growth","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"gcy-12/lon-1/egl-4/lon-2",4,0.00115908432338453
"GO:0043484","regulation of RNA splicing","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"hrpf-1/sym-2/Y53G8AR.9/mbl-1",4,0.00115908432338453
"GO:0045732","positive regulation of protein catabolic process","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"ubxn-1/ubxn-3/sma-6/ubxn-2",4,0.00115908432338453
"GO:0050821","protein stabilization","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"bag-1/lin-56/pqm-1/F53A3.7",4,0.00115908432338453
"GO:1902742","apoptotic process involved in development","4/3451","10/12859",0.268456526742826,0.967692131282278,0.967692131282278,"ced-2/egl-1/ced-8/ced-9",4,0.00115908432338453
"GO:0010629","negative regulation of gene expression","16/3451","51/12859",0.277637650479676,0.993088519023458,0.993088519023458,"gld-1/skr-1/kars-1/efl-3/moe-3/eat-2/mxl-2/daf-7/tir-1/kgb-1/T25B9.9/rpt-2/gpa-3/fox-1/pek-1/nipi-3",16,0.00463633729353811
"GO:0009791","post-embryonic development","9/3451","27/12859",0.285054458422807,0.996618971177483,0.996618971177483,"nhr-80/sma-3/sma-2/daf-14/fat-5/sma-5/unc-84/daf-8/ppt-1",9,0.00260793972761518
"GO:0030421","defecation","9/3451","27/12859",0.285054458422807,0.996618971177483,0.996618971177483,"aex-1/wts-1/hipr-1/fat-3/gtl-1/kqt-2/pbo-4/flr-4/snb-1",9,0.00260793972761518
"GO:0031507","heterochromatin formation","9/3451","27/12859",0.285054458422807,0.996618971177483,0.996618971177483,"ifb-2/ifb-1/ifc-1/ifc-2/ifd-2/ifp-1/ifa-1/mua-6/ifd-1",9,0.00260793972761518
"GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","11/3451","34/12859",0.289907359191967,0.999999999999151,0.999999999999151,"M176.9/kin-16/hir-1/num-1/ddr-2/svh-2/F09A5.2/ver-4/F59F5.3/Y47G6A.5/old-1",11,0.00318748188930745
"GO:0000132","establishment of mitotic spindle orientation","12/3451","38/12859",0.309089646289903,0.999999999999151,0.999999999999151,"nud-2/mel-26/npp-4/insc-1/cdc-42/mig-5/mig-14/dnc-2/ubxn-2/ced-10/R07E4.1/bar-1",12,0.00347725297015358
"GO:0035194","regulatory ncRNA-mediated post-transcriptional gene silencing","12/3451","38/12859",0.309089646289903,0.999999999999151,0.999999999999151,"ego-1/haf-2/wht-1/sid-2/ergo-1/sid-1/sago-1/mrp-1/pgp-4/sid-3/pgp-11/sid-5",12,0.00347725297015358
"GO:0061065","regulation of dauer larval development","5/3451","14/12859",0.314125759565397,0.999999999999151,0.999999999999151,"daf-7/strm-1/daf-14/daf-8/drag-1",5,0.00144885540423066
"GO:0006879","intracellular iron ion homeostasis","4/3451","11/12859",0.338327400720715,0.999999999999151,0.999999999999151,"abtm-1/ftn-2/glrx-3/ftn-1",4,0.00115908432338453
"GO:0016226","iron-sulfur cluster assembly","4/3451","11/12859",0.338327400720715,0.999999999999151,0.999999999999151,"F39H2.3/nubp-1/oxy-4/hsp-6",4,0.00115908432338453
"GO:0030536","larval feeding behavior","4/3451","11/12859",0.338327400720715,0.999999999999151,0.999999999999151,"eat-2/daf-7/act-5/egl-4",4,0.00115908432338453
"GO:0045176","apical protein localization","4/3451","11/12859",0.338327400720715,0.999999999999151,0.999999999999151,"apm-1/rab-5/wts-1/insc-1",4,0.00115908432338453
"GO:0048680","positive regulation of axon regeneration","4/3451","11/12859",0.338327400720715,0.999999999999151,0.999999999999151,"faah-1/ddr-2/svh-2/shc-1",4,0.00115908432338453
"GO:0071577","zinc ion transmembrane transport","4/3451","11/12859",0.338327400720715,0.999999999999151,0.999999999999151,"zipt-2.4/zipt-3/ttm-1/cdf-1",4,0.00115908432338453
"GO:2000114","regulation of establishment of cell polarity","4/3451","11/12859",0.338327400720715,0.999999999999151,0.999999999999151,"acy-3/let-754/ric-8/kri-1",4,0.00115908432338453
"GO:0007168","receptor guanylyl cyclase signaling pathway","6/3451","18/12859",0.3478040040729,0.999999999999151,0.999999999999151,"gcy-28/gcy-12/egl-4/pkg-2/gcy-4/gcy-5",6,0.00173862648507679
"GO:0060070","canonical Wnt signaling pathway","6/3451","18/12859",0.3478040040729,0.999999999999151,0.999999999999151,"mig-1/pry-1/mig-5/mig-14/cwn-2/bar-1",6,0.00173862648507679
"GO:0006099","tricarboxylic acid cycle","8/3451","25/12859",0.349419946395664,0.999999999999151,0.999999999999151,"sdha-2/sdhb-1/sucl-2/mdh-2/idh-1/icl-1/suca-1/idh-2",8,0.00231816864676905
"GO:0045214","sarcomere organization","8/3451","25/12859",0.349419946395664,0.999999999999151,0.999999999999151,"dyb-1/unc-94/unc-45/igdb-2/hcp-2/slo-1/unc-78/sorb-1",8,0.00231816864676905
"GO:0016477","cell migration","13/3451","43/12859",0.361645955546599,0.999999999999151,0.999999999999151,"crml-1/nud-2/mig-5/B0303.7/fozi-1/ced-2/ced-10/nhr-67/rho-1/hmp-1/lon-2/svh-2/gpn-1",13,0.00376702405099971
"GO:0016192","vesicle-mediated transport","28/3451","97/12859",0.362084168951262,0.999999999999151,0.999999999999151,"copa-1/apm-1/syx-7/K05C4.2/eas-1/arc-1/arl-3/erd-2.2/rab-30/rabx-5/scav-2/vamp-7/Y54G2A.18/copg-1/vamp-8/vti-1/clic-1/sedl-1/erd-2.1/scav-4/syx-2/rab-39/E03H4.8/scav-6/snt-3/snb-5/snb-1/T10F2.5",28,0.00811359026369168
"GO:0009190","cyclic nucleotide biosynthetic process","7/3451","22/12859",0.374319244878116,0.999999999999151,0.999999999999151,"gcy-28/gcy-35/gcy-12/acy-3/acy-4/gcy-4/gcy-5",7,0.00202839756592292
