"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_num"
"GO:0042147","retrograde transport, endosome to Golgi","7/3451","22/12859",0.374319244878116,0.999999999999151,0.999999999999151,"vps-51/eas-1/vti-1/hsp-1/snx-1/tbc-1/tbc-10",7,0.00202839756592292
"GO:0042661","regulation of mesodermal cell fate specification","7/3451","22/12859",0.374319244878116,0.999999999999151,0.999999999999151,"cgt-3/unc-130/lon-1/sma-3/sma-2/sma-10/lon-2",7,0.00202839756592292
"GO:0006955","immune response","5/3451","15/12859",0.375393881503522,0.999999999999151,0.999999999999151,"clec-196/clec-204/clec-1/cpl-1/Y38H6C.8",5,0.00144885540423066
"GO:0016311","dephosphorylation","5/3451","15/12859",0.375393881503522,0.999999999999151,0.999999999999151,"F26A3.4/vhp-1/pph-4.1/gob-1/K08B12.3",5,0.00144885540423066
"GO:0006182","cGMP biosynthetic process","6/3451","19/12859",0.402931035455118,0.999999999999151,0.999999999999151,"gcy-28/gcy-35/gcy-12/acy-4/gcy-4/gcy-5",6,0.00173862648507679
"GO:0051028","mRNA transport","6/3451","19/12859",0.402931035455118,0.999999999999151,0.999999999999151,"rae-1/rha-1/mel-28/npp-15/Y75B8A.6/npp-18",6,0.00173862648507679
"GO:0000212","meiotic spindle organization","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"aspm-1/zyg-9/cls-2/hcp-2",4,0.00115908432338453
"GO:0006865","amino acid transport","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"mod-5/sfxn-5/snf-7/aat-6",4,0.00115908432338453
"GO:0016540","protein autoprocessing","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"myrf-1/psd-1/grd-1/wrt-4",4,0.00115908432338453
"GO:0031103","axon regeneration","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"ced-10/cebp-1/svh-2/svh-1",4,0.00115908432338453
"GO:0042395","ecdysis, collagen and cuticulin-based cuticle","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"myrf-1/gsr-1/imp-2/acn-1",4,0.00115908432338453
"GO:0043652","engulfment of apoptotic cell","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"nex-1/ced-2/ced-10/ced-8",4,0.00115908432338453
"GO:0090727","positive regulation of brood size","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"simr-1/cyd-1/prdx-2/ced-9",4,0.00115908432338453
"GO:1905905","pharyngeal gland morphogenesis","4/3451","12/12859",0.40862449899406,0.999999999999151,0.999999999999151,"dod-6/phat-5/B0507.1/pha-2",4,0.00115908432338453
"GO:0006887","exocytosis","9/3451","30/12859",0.414631590523755,0.999999999999151,0.999999999999151,"rab-11.1/rab-8/aex-1/ida-1/snap-29/vamp-8/syx-2/aex-4/rab-10",9,0.00260793972761518
"GO:0001666","response to hypoxia","7/3451","23/12859",0.424783446203659,0.999999999999151,0.999999999999151,"rhy-1/pqm-1/unc-32/nhr-57/egl-9/vha-12/cysl-1",7,0.00202839756592292
"GO:0006813","potassium ion transport","7/3451","23/12859",0.424783446203659,0.999999999999151,0.999999999999151,"slo-1/kqt-1/kqt-2/mec-10/mec-4/catp-2/kvs-3",7,0.00202839756592292
"GO:0007017","microtubule-based process","7/3451","23/12859",0.424783446203659,0.999999999999151,0.999999999999151,"zyg-9/klp-17/dnc-2/tba-7/tbb-6/tba-8/dlc-5",7,0.00202839756592292
"GO:0007052","mitotic spindle organization","7/3451","23/12859",0.424783446203659,0.999999999999151,0.999999999999151,"plk-2/air-2/zyg-9/tac-1/dnc-2/rmd-1/air-1",7,0.00202839756592292
"GO:0010628","positive regulation of gene expression","24/3451","85/12859",0.425776044949473,0.999999999999151,0.999999999999151,"ztf-6/lin-56/pqm-1/cyd-1/eat-2/daf-7/zip-2/tir-1/pde-2/rsks-1/kgb-1/egl-4/skn-1/acy-4/fos-1/gpa-3/atfs-1/sek-1/gpa-12/atf-4/nipi-3/gck-3/kri-1/sta-2",24,0.00695450594030716
"GO:0007610","behavior","5/3451","16/12859",0.436525836640815,0.999999999999151,0.999999999999151,"ahr-1/kin-3/gcy-35/mec-3/sprr-2",5,0.00144885540423066
"GO:0008150","biological_process","14/3451","49/12859",0.445345584795019,0.999999999999151,0.999999999999151,"sfxn-5/arc-1/clec-160/clec-180/dpy-20/gly-10/cgp-1/col-145/C47E8.4/gpcp-1/gst-8/mbl-1/M01A8.1/tbx-7",14,0.00405679513184584
"GO:0002183","cytoplasmic translational initiation","4/3451","13/12859",0.477205254425361,0.999999999999151,0.999999999999151,"eif-2beta/eif-2Bgamma/inf-1/F57B9.3",4,0.00115908432338453
"GO:0007032","endosome organization","4/3451","13/12859",0.477205254425361,0.999999999999151,0.999999999999151,"ZK632.12/alx-1/sqst-2/sqst-5",4,0.00115908432338453
"GO:0016197","endosomal transport","4/3451","13/12859",0.477205254425361,0.999999999999151,0.999999999999151,"rab-7/blos-2/lst-4/vps-4",4,0.00115908432338453
"GO:0046854","phosphatidylinositol phosphate biosynthetic process","4/3451","13/12859",0.477205254425361,0.999999999999151,0.999999999999151,"lfe-2/ttx-7/ppk-2/pifk-1",4,0.00115908432338453
"GO:0007283","spermatogenesis","14/3451","50/12859",0.479772819695991,0.999999999999151,0.999999999999151,"spe-15/ubxn-1/simr-1/ego-1/rpn-10/ubxn-3/rsp-2/cgh-1/tra-1/kgb-1/ubxn-2/uba-1/swm-1/gck-3",14,0.00405679513184584
"GO:0000165","MAPK cascade","8/3451","28/12859",0.489091303827196,0.999999999999151,0.999999999999151,"Y51B9A.9/C49C3.10/mek-1/sek-1/sma-5/flr-4/Y105C5A.24/F09C12.2",8,0.00231816864676905
"GO:0009966","regulation of signal transduction","5/3451","17/12859",0.496164756148216,0.999999999999151,0.999999999999151,"K10B4.3/szy-2/lon-2/gpn-1/ncs-3",5,0.00144885540423066
"GO:0040010","positive regulation of growth rate","5/3451","17/12859",0.496164756148216,0.999999999999151,0.999999999999151,"nhx-2/mcd-1/lon-1/ncr-1/pept-1",5,0.00144885540423066
"GO:0110039","positive regulation of nematode male tail tip morphogenesis","9/3451","32/12859",0.501512606910636,0.999999999999151,0.999999999999151,"inx-13/inx-12/cdc-42/rcan-1/sma-3/sma-2/php-3/nob-1/nhr-25",9,0.00260793972761518
"GO:0035556","intracellular signal transduction","28/3451","103/12859",0.505866766041032,0.999999999999151,0.999999999999151,"gcy-28/gcy-35/gcy-12/mig-5/mak-1/plc-3/mnk-1/acy-3/rei-1/szy-2/Y42G9A.3/mak-2/pmk-2/Y45F10A.7/acy-4/akt-1/dkf-2/rei-2/sax-1/kqt-1/sma-5/akt-2/sgk-1/M60.7/gck-3/gcy-4/gcy-5/F09C12.2",28,0.00811359026369168
"GO:0006644","phospholipid metabolic process","6/3451","21/12859",0.511077962897061,0.999999999999151,0.999999999999151,"F13H8.11/F35C11.5/acl-3/C07E3.9/R07B7.8/Y65B4BR.1",6,0.00173862648507679
"GO:0030001","metal ion transport","6/3451","21/12859",0.511077962897061,0.999999999999151,0.999999999999151,"zipt-2.4/zipt-3/ced-11/gtl-1/zipt-16/zipt-15",6,0.00173862648507679
"GO:0031647","regulation of protein stability","6/3451","21/12859",0.511077962897061,0.999999999999151,0.999999999999151,"usp-5/skr-1/rpt-4/cul-1/math-33/usp-33",6,0.00173862648507679
"GO:0046662","regulation of egg-laying behavior","11/3451","40/12859",0.52235967115364,0.999999999999151,0.999999999999151,"unc-38/hlh-3/pde-2/T16G12.1/egl-4/Y67D8C.9/cln-3.3/cav-2/ncr-1/sek-1/T12E12.6",11,0.00318748188930745
"GO:0040002","collagen and cuticulin-based cuticle development","7/3451","25/12859",0.52347529250684,0.999999999999151,0.999999999999151,"col-38/pah-1/dpy-18/vha-5/fat-3/bar-1/dao-4",7,0.00202839756592292
"GO:0001934","positive regulation of protein phosphorylation","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"kars-1/cyb-1/pek-1",3,0.000869313242538395
"GO:0006825","copper ion transport","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"F31E8.4/cua-1/K12C11.3",3,0.000869313242538395
"GO:0007614","short-term memory","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"glr-1/add-1/syx-2",3,0.000869313242538395
"GO:0008360","regulation of cell shape","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"fozi-1/ced-10/sax-1",3,0.000869313242538395
"GO:0035545","determination of left/right asymmetry in nervous system","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"nsy-4/sek-1/nsy-7",3,0.000869313242538395
"GO:0043058","regulation of backward locomotion","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"glr-1/bar-1/pag-3",3,0.000869313242538395
"GO:0050808","synapse organization","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"nid-1/zig-10/zig-6",3,0.000869313242538395
"GO:0051307","meiotic chromosome separation","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"cls-2/him-6/hcp-2",3,0.000869313242538395
"GO:0070482","response to oxygen levels","3/3451","10/12859",0.528830906018318,0.999999999999151,0.999999999999151,"gcy-35/pde-2/egl-4",3,0.000869313242538395
"GO:0006821","chloride transport","8/3451","29/12859",0.53415799667651,0.999999999999151,0.999999999999151,"glc-2/best-5/best-7/clh-4/best-9/best-13/best-17/best-21",8,0.00231816864676905
"GO:0002119","nematode larval development","45/3451","168/12859",0.535716245376534,0.999999999999151,0.999999999999151,"unc-94/sig-7/wts-1/gale-1/smu-1/riok-2/mlt-7/vhp-1/cgt-3/nhx-2/myrf-1/vha-6/rsp-2/cyd-1/mcd-1/feh-1/tbx-2/sma-3/dnj-10/prx-19/unc-32/cul-1/rsks-1/hut-1/act-5/dcap-1/ced-10/rpn-1/vha-5/uba-1/hars-1/klc-2/pept-1/prx-12/pek-1/sma-5/bcat-1/gpn-1/sgk-1/H06A10.1/pha-2/sptf-3/snb-1/lin-59/prx-6",45,0.0130396986380759
"GO:0030422","siRNA processing","5/3451","18/12859",0.553226583869491,0.999999999999151,0.999999999999151,"simr-1/ekl-1/ego-1/rrf-2/ergo-1",5,0.00144885540423066
"GO:0045944","positive regulation of transcription by RNA polymerase II","53/3451","199/12859",0.553365289435988,0.999999999999151,0.999999999999151,"set-29/pcaf-1/akir-1/F36F2.1/ahr-1/irx-1/aha-1/sma-6/atf-2/rha-1/hlh-3/nurf-1/nhr-80/daf-7/zip-2/nhr-6/tir-1/xbp-1/pal-1/sma-3/cit-1.2/tra-1/Y56A3A.28/skn-1/nhr-8/mec-3/nhr-67/tlp-1/elt-7/fos-1/ceh-22/atfs-1/lsy-27/pha-4/cebp-1/ets-4/bar-1/sek-1/yap-1/nhr-25/mxl-3/atf-4/nhr-76/F57G12.2/daf-8/tag-243/sptf-3/set-27/ceh-16/lin-59/lst-5/taf-10/zip-9",53,0.015357867284845
"GO:0000271","polysaccharide biosynthetic process","6/3451","22/12859",0.562362482154166,0.999999999999151,0.999999999999151,"oac-13/oac-24/oac-29/oac-30/oac-57/oac-51",6,0.00173862648507679
"GO:0042338","cuticle development involved in collagen and cuticulin-based cuticle molting cycle","6/3451","22/12859",0.562362482154166,0.999999999999151,0.999999999999151,"mlt-7/dpy-17/dpy-31/dpy-18/tpst-1/tsp-15",6,0.00173862648507679
"GO:0034220","monoatomic ion transmembrane transport","43/3451","162/12859",0.563962034104852,0.999999999999151,0.999999999999151,"inx-13/inx-12/inx-15/glc-2/unc-38/lgc-34/lgc-27/sfxn-5/vha-9/eat-2/glr-1/best-5/best-7/trpa-1/inx-6/lgc-44/twk-24/inx-11/avr-15/glc-1/twk-33/inx-3/kqt-1/sfxn-2/inx-5/mec-10/mec-4/lgc-9/acd-1/acd-3/best-9/best-13/lgc-12/inx-10/best-17/lgc-32/asic-2/best-21/acr-15/twk-21/twk-4/lgc-43/acr-25",43,0.0124601564763837
"GO:0010172","embryonic body morphogenesis","8/3451","30/12859",0.577622144368421,0.999999999999151,0.999999999999151,"sym-2/tbx-8/dpy-18/nob-1/ced-10/hmp-1/pxn-2/ceh-16",8,0.00231816864676905
"GO:0006979","response to oxidative stress","14/3451","53/12859",0.579845122051482,0.999999999999151,0.999999999999151,"dhs-3/mlt-7/pah-1/dcap-1/skn-1/pept-1/sek-1/pxn-2/gpx-3/gsto-1/gpx-7/gpx-2/pxn-1/prdx-2",14,0.00405679513184584
"GO:0007160","cell-matrix adhesion","3/3451","11/12859",0.60026972050492,0.999999999999151,0.999999999999151,"pat-4/F54D1.6/nid-1",3,0.000869313242538395
"GO:0007267","cell-cell signaling","3/3451","11/12859",0.60026972050492,0.999999999999151,0.999999999999151,"tir-1/grd-3/wrt-4",3,0.000869313242538395
"GO:0031581","hemidesmosome assembly","3/3451","11/12859",0.60026972050492,0.999999999999151,0.999999999999151,"pat-12/let-805/math-33",3,0.000869313242538395
"GO:0034606","response to hermaphrodite contact","3/3451","11/12859",0.60026972050492,0.999999999999151,0.999999999999151,"stam-1/kin-3/rcan-1",3,0.000869313242538395
"GO:0043410","positive regulation of MAPK cascade","3/3451","11/12859",0.60026972050492,0.999999999999151,0.999999999999151,"cebp-1/svh-2/svh-1",3,0.000869313242538395
"GO:0048731","system development","3/3451","11/12859",0.60026972050492,0.999999999999151,0.999999999999151,"C27B7.7/igdb-2/wrt-4",3,0.000869313242538395
"GO:0000413","protein peptidyl-prolyl isomerization","4/3451","15/12859",0.603180023593283,0.999999999999151,0.999999999999151,"sig-7/cyn-15/cyn-6/cyn-8",4,0.00115908432338453
"GO:0043413","macromolecule glycosylation","4/3451","15/12859",0.603180023593283,0.999999999999151,0.999999999999151,"EGAP9.3/fut-2/T26E4.4/T26H5.8",4,0.00115908432338453
"GO:0022414","reproductive process","24/3451","92/12859",0.604137434745784,0.999999999999151,0.999999999999151,"rab-8/msh-2/tat-5/lem-3/let-49/sma-6/nhx-2/pah-1/rha-1/sqv-8/polh-1/lon-1/ogt-1/rha-2/cul-1/kgb-1/dcap-1/rpn-1/him-6/elo-2/tam-1/pept-1/mek-1/sqv-6",24,0.00695450594030716
"GO:0006487","protein N-linked glycosylation","5/3451","19/12859",0.606903565446053,0.999999999999151,0.999999999999151,"ostd-1/algn-10/fut-8/gly-13/algn-6",5,0.00144885540423066
"GO:0007271","synaptic transmission, cholinergic","5/3451","19/12859",0.606903565446053,0.999999999999151,0.999999999999151,"dyb-1/unc-32/nid-1/acr-15/snb-1",5,0.00144885540423066
"GO:0009410","response to xenobiotic stimulus","5/3451","19/12859",0.606903565446053,0.999999999999151,0.999999999999151,"ahr-1/aha-1/cyp-35C1/slo-1/gbb-2",5,0.00144885540423066
"GO:0007638","mechanosensory behavior","6/3451","23/12859",0.610919788960227,0.999999999999151,0.999999999999151,"smu-1/mec-3/snx-1/mec-10/mec-4/vps-4",6,0.00173862648507679
"GO:0006811","monoatomic ion transport","32/3451","123/12859",0.615761129892179,0.999999999999151,0.999999999999151,"fpn-1.1/glc-2/unc-38/lgc-34/lgc-27/sfxn-5/eat-2/glr-1/ZK185.2/vha-8/vdac-1/trpa-1/lgc-44/avr-15/glc-1/slo-1/clh-4/kqt-1/sfxn-2/kqt-2/mec-10/F47E1.2/mec-4/cnnm-4/lgc-9/kvs-3/lgc-12/cnnm-5/lgc-32/acr-15/lgc-43/acr-25",32,0.00927267458707621
"GO:0045138","nematode male tail tip morphogenesis","17/3451","66/12859",0.624813483086596,0.999999999999151,0.999999999999151,"mab-31/kal-1/sma-6/unc-130/cyd-1/pvf-1/sma-3/sma-2/nob-1/ced-10/bec-1/uba-1/cdc-25.2/cyl-1/acn-1/ver-4/lin-59",17,0.00492610837438424
"GO:0031047","regulatory ncRNA-mediated gene silencing","11/3451","43/12859",0.630915082206765,0.999999999999151,0.999999999999151,"rde-10/simr-1/ego-1/rrf-2/rha-1/sid-2/ergo-1/sid-1/rpb-9/sid-3/sid-5",11,0.00318748188930745
"GO:0006357","regulation of transcription by RNA polymerase II","103/3451","395/12859",0.654463459718288,0.999999999999151,0.999999999999151,"rcor-1/ztf-23/nhr-64/swsn-2.2/cebp-2/ahr-1/irx-1/aha-1/ztf-6/madf-2/let-49/duxl-1/lin-31/nhr-16/fkh-8/efl-3/pqm-1/unc-130/F58G1.2/hmg-1.1/nurf-1/madf-5/mxl-2/dac-1/zip-2/klf-1/nhr-6/pal-1/tbx-2/ztf-8/sma-3/mml-1/cit-1.2/sma-2/tbx-8/tra-1/php-3/nhr-92/nhr-87/swsn-6/skn-1/plp-1/daf-14/mec-3/dpy-20/nhr-43/nhr-57/nhr-114/elt-7/fos-1/atf-8/nhr-42/mdt-6/madf-4/nhr-12/ceh-22/saeg-1/nhr-68/cyl-1/atfs-1/nhr-53/nhr-60/nhr-116/lsy-27/mdt-17/pha-4/cebp-1/nhr-35/ctbp-1/ets-4/F26A10.2/nhr-25/mxl-3/nhr-3/atf-4/egrh-1/pag-3/nhr-91/nhr-28/fkh-6/nhr-76/nhr-154/nhr-136/nhr-120/madf-8/mdt-18/dmd-5/nhr-176/ces-1/pha-2/nhr-207/zip-6/sptf-3/nhr-238/ceh-16/nhr-17/tbx-7/lst-5/miz-1/sta-2/zip-9/maf-1/ceh-63",103,0.0298464213271516
"GO:1901046","positive regulation of egg-laying behavior","6/3451","24/12859",0.656313120081732,0.999999999999151,0.999999999999151,"dbt-1/pde-2/egl-4/toca-1/sek-1/ced-9",6,0.00173862648507679
"GO:0006972","hyperosmotic response","5/3451","20/12859",0.656647022007186,0.999999999999151,0.999999999999151,"sol-2/glr-1/gpdh-2/che-12/gck-3",5,0.00144885540423066
"GO:0034514","mitochondrial unfolded protein response","5/3451","20/12859",0.656647022007186,0.999999999999151,0.999999999999151,"mig-1/mig-14/hsp-6/atfs-1/bar-1",5,0.00144885540423066
"GO:0006351","DNA-templated transcription","7/3451","28/12859",0.656992214381652,0.999999999999151,0.999999999999151,"taf-4/cebp-2/zip-2/rpc-1/rpb-9/rpoa-12/zip-6",7,0.00202839756592292
"GO:0006259","DNA metabolic process","4/3451","16/12859",0.658731419244105,0.999999999999151,0.999999999999151,"crn-7/crn-6/nuc-1/C25F9.2",4,0.00115908432338453
"GO:0006891","intra-Golgi vesicle-mediated transport","4/3451","16/12859",0.658731419244105,0.999999999999151,0.999999999999151,"copa-1/copg-1/vti-1/trpp-10",4,0.00115908432338453
"GO:0009612","response to mechanical stimulus","4/3451","16/12859",0.658731419244105,0.999999999999151,0.999999999999151,"glr-1/mec-3/mec-10/mec-4",4,0.00115908432338453
"GO:0009887","animal organ morphogenesis","4/3451","16/12859",0.658731419244105,0.999999999999151,0.999999999999151,"ubc-18/odd-1/pha-2/sptf-3",4,0.00115908432338453
"GO:0051716","cellular response to stimulus","4/3451","16/12859",0.658731419244105,0.999999999999151,0.999999999999151,"unc-38/eat-2/acr-15/acr-25",4,0.00115908432338453
"GO:0006898","receptor-mediated endocytosis","3/3451","12/12859",0.66415146100854,0.999999999999151,0.999999999999151,"rab-11.1/rlbp-1/rab-5",3,0.000869313242538395
"GO:0007286","spermatid development","3/3451","12/12859",0.66415146100854,0.999999999999151,0.999999999999151,"spe-15/sqv-8/swm-1",3,0.000869313242538395
"GO:0031145","anaphase-promoting complex-dependent catabolic process","3/3451","12/12859",0.66415146100854,0.999999999999151,0.999999999999151,"zyg-11/gfi-3/Y48G1C.12",3,0.000869313242538395
"GO:1901076","positive regulation of engulfment of apoptotic cell","3/3451","12/12859",0.66415146100854,0.999999999999151,0.999999999999151,"ced-2/ced-10/nrf-5",3,0.000869313242538395
"GO:1903356","positive regulation of distal tip cell migration","3/3451","12/12859",0.66415146100854,0.999999999999151,0.999999999999151,"ced-2/ced-10/bar-1",3,0.000869313242538395
"GO:0045893","positive regulation of DNA-templated transcription","13/3451","52/12859",0.668703209286157,0.999999999999151,0.999999999999151,"hmbx-1/Y73E7A.1/myrf-1/pqm-1/tbx-2/tag-342/tbx-8/fos-1/mdt-6/C18B2.4/ctbp-1/tbx-7/miz-1",13,0.00376702405099971
"GO:0048598","embryonic morphogenesis","7/3451","29/12859",0.696075829106016,0.999999999999151,0.999999999999151,"kal-1/mig-5/pat-12/ced-10/atg-18/pha-4/inx-3",7,0.00202839756592292
"GO:0060078","regulation of postsynaptic membrane potential","15/3451","61/12859",0.700319349098362,0.999999999999151,0.999999999999151,"glc-2/unc-38/lgc-34/lgc-27/eat-2/glr-1/F35H10.10/lgc-44/avr-15/glc-1/lgc-9/lgc-12/lgc-32/acr-15/acr-25",15,0.00434656621269197
"GO:0006506","GPI anchor biosynthetic process","5/3451","21/12859",0.7021373529791,0.999999999999151,0.999999999999151,"pigb-1/pign-1/C14B9.3/Y38F1A.8/pigl-1",5,0.00144885540423066
"GO:0017148","negative regulation of translation","5/3451","21/12859",0.7021373529791,0.999999999999151,0.999999999999151,"gld-1/mel-32/cgh-1/pek-1/C23G10.2",5,0.00144885540423066
"GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","4/3451","17/12859",0.708751930965917,0.999999999999151,0.999999999999151,"copa-1/tat-5/syx-18/sec-22",4,0.00115908432338453
"GO:0040019","positive regulation of embryonic development","4/3451","17/12859",0.708751930965917,0.999999999999151,0.999999999999151,"dbt-1/imp-2/cdk-11.2/ced-9",4,0.00115908432338453
"GO:0070986","left/right axis specification","4/3451","17/12859",0.708751930965917,0.999999999999151,0.999999999999151,"mig-5/mig-14/ced-10/bar-1",4,0.00115908432338453
"GO:0006414","translational elongation","3/3451","13/12859",0.720235322983493,0.999999999999151,0.999999999999151,"tufm-2/cgp-1/tsfm-1",3,0.000869313242538395
"GO:0007040","lysosome organization","3/3451","13/12859",0.720235322983493,0.999999999999151,0.999999999999151,"ctns-1/cln-3.3/glo-1",3,0.000869313242538395
"GO:0009880","embryonic pattern specification","3/3451","13/12859",0.720235322983493,0.999999999999151,0.999999999999151,"pal-1/nob-1/skn-1",3,0.000869313242538395
